Transaction_ID,Date,Time_of_Purchase,Customer_ID,Customer_Name,Age,Gender,Income_Level,Visit_Frequency,Customer_Category,Loyalty_Member,Products,Product_Categories,Total_Items,Total_Cost,Payment_Method,Discount_Applied,City,Region,Store_Type,Street,Season,Day_of_Week
TXN5349647,2025-01-17,11:02:56,CUST60837,Divyansh Karpe,54,Male,High,Weekly,First-Time Shopper,No,"Fruit Juice, Smartwatch","Beverages, Electronics",2,4449.6,UPI,14.39,Pune,West,Supermarket,"H.No. 12, Mahajan Marg, Pune, India",Winter,Friday
TXN7669192,2024-09-24,11:02:56,CUST95579,Darshit Kumar,60,Male,Middle,Weekly,First-Time Shopper,Yes,"Tablet, Noodles","Electronics, Snacks",2,5791.2300000000005,Cash,26.54,Jaipur,North,Supermarket,"22/399, Bhat Path, Jaipur, India",Autumn,Tuesday
TXN4456183,2024-03-08,11:02:56,CUST52262,Riya Lata,56,Female,Low,Weekly,Frequent Shopper,Yes,"Wall Art, Sneakers, Namkeen","Home Decor, Clothing, Snacks",3,6591.87,Cash,0.0,Bangalore,South,Supermarket,"35/318, Garde Path, Bangalore, India",Spring,Friday
TXN5512371,2024-11-01,11:02:56,CUST11355,Advika Gopal,64,Male,Low,Occasional,First-Time Shopper,No,"Cushion Covers, Curtains, Green Tea","Home Decor, Home Decor, Beverages",3,8328.29,Net Banking,0.0,Hyderabad,South,Supermarket,"H.No. 547, Krishnamurthy Ganj, Hyderabad, India",Autumn,Friday
TXN8488697,2024-04-19,11:02:56,CUST12502,Onkar Singh,59,Female,Middle,Weekly,Luxury Shopper,No,"Cushion Covers, Lamp, Face Cream","Home Decor, Home Decor, Personal Care",3,8205.83,UPI,5.82,Jaipur,North,Supermarket,"43/58, Kothari Nagar, Jaipur, India",Spring,Friday
TXN4076946,2024-12-19,11:02:56,CUST64365,Manikya Sridhar,50,Male,High,Monthly,First-Time Shopper,Yes,"Curtains, Sugar, Flower Vase, Cushion Covers","Home Decor, Groceries, Home Decor, Home Decor",4,5632.74,Cash,0.0,Mumbai,West,Supermarket,"H.No. 750, Bail Road, Mumbai, India",Winter,Thursday
TXN9816488,2024-03-11,11:02:56,CUST28096,Pari Venkataraman,44,Male,High,Occasional,Frequent Shopper,Yes,"Smartwatch, Dal, Tea, Dal","Electronics, Groceries, Groceries, Groceries",4,8295.43,Credit Card,1.41,Chennai,South,Supermarket,"28/094, Master Chowk, Chennai, India",Spring,Monday
TXN8188205,2024-07-19,11:02:56,CUST95969,Pihu Tata,39,Female,High,Monthly,Frequent Shopper,Yes,"Smartwatch, Fruit Juice, Spices","Electronics, Beverages, Groceries",3,6438.25,Credit Card,0.0,Kolkata,East,Supermarket,"42/051, Kara Chowk, Kolkata, India",Summer,Friday
TXN7792352,2024-05-23,11:02:56,CUST99613,Jayesh Handa,51,Male,Low,Monthly,First-Time Shopper,No,"Kurta, Wall Art, Coffee","Clothing, Home Decor, Groceries",3,9300.630000000001,Cash,0.0,Mumbai,West,Supermarket,"730, Choudhry Street, Mumbai, India",Spring,Thursday
TXN7829498,2024-09-25,11:02:56,CUST62233,Shlok Wason,37,Female,High,Monthly,First-Time Shopper,No,"Milk, Rice, Jeans","Groceries, Groceries, Clothing",3,10520.150000000001,Credit Card,1.34,Kolkata,East,Supermarket,"372, Baria Ganj, Kolkata, India",Autumn,Wednesday
TXN1618331,2024-05-06,11:02:56,CUST38664,Charvi Wason,65,Female,Low,Monthly,Budget Buyer,Yes,"Soft Drink, Green Tea, Coffee","Beverages, Beverages, Groceries",3,10063.43,Cash,9.15,Chennai,South,Supermarket,"H.No. 298, Barman Road, Chennai, India",Spring,Monday
TXN3129160,2024-11-02,11:02:56,CUST23488,Trisha Agate,43,Female,High,Occasional,Luxury Shopper,Yes,Soft Drink,Beverages,1,1434.13,UPI,4.7,Delhi,North,Supermarket,"12/61, Tella Zila, Delhi, India",Autumn,Saturday
TXN4527784,2024-05-01,11:02:56,CUST69076,Lagan Konda,37,Male,Middle,Weekly,Luxury Shopper,Yes,"Hair Oil, Laptop, Trousers","Personal Care, Electronics, Clothing",3,6412.22,Debit Card,25.18,Delhi,North,Supermarket,"992, Ben Nagar, Delhi, India",Spring,Wednesday
TXN5533569,2024-03-29,11:02:56,CUST55514,Advik Ben,46,Female,Middle,Weekly,First-Time Shopper,Yes,"Tea, Sneakers, Fruit Juice","Groceries, Clothing, Beverages",3,5872.460000000001,Debit Card,0.0,Pune,West,Supermarket,"H.No. 04, Bala Ganj, Pune, India",Spring,Friday
TXN6778144,2025-01-11,11:02:56,CUST93535,Onkar Gill,53,Male,High,Occasional,First-Time Shopper,Yes,"Saree, Noodles, Spices, Rice","Clothing, Snacks, Groceries, Groceries",4,10741.59,Cash,0.0,Chennai,South,Supermarket,"76/232, Tripathi Ganj, Chennai, India",Winter,Saturday
TXN4804033,2024-02-07,11:02:56,CUST54547,Vidur Sarna,43,Male,Low,Weekly,Frequent Shopper,Yes,"Energy Drink, Biscuits, Coffee, Sneakers","Beverages, Snacks, Groceries, Clothing",4,11604.869999999999,UPI,0.0,Mumbai,West,Supermarket,"09/173, Subramaniam Zila, Mumbai, India",Winter,Wednesday
TXN5021393,2024-03-02,11:02:56,CUST82515,Suhana Lall,57,Male,Low,Monthly,Budget Buyer,No,"Dry Fruits, Toothpaste","Snacks, Personal Care",2,5157.8099999999995,Net Banking,0.0,Chennai,South,Supermarket,"H.No. 945, Bhattacharyya Nagar, Chennai, India",Spring,Saturday
TXN9184050,2024-11-01,11:02:56,CUST50211,Priyansh Mand,35,Male,Middle,Occasional,Frequent Shopper,Yes,"Sneakers, Noodles","Clothing, Snacks",2,4409.63,Debit Card,0.0,Delhi,North,Supermarket,"974, Rau Marg, Delhi, India",Autumn,Friday
TXN5830572,2024-02-11,11:02:56,CUST20210,Umang Dutta,30,Female,Low,Occasional,Luxury Shopper,No,"Lamp, Bread, Shampoo","Home Decor, Groceries, Personal Care",3,3487.58,Credit Card,2.65,Delhi,North,Supermarket,"37/410, Agrawal Ganj, Delhi, India",Winter,Sunday
TXN8163012,2024-04-01,11:02:56,CUST85468,Samaira Sabharwal,58,Female,Middle,Weekly,Frequent Shopper,Yes,"Headphones, Hoodie, Namkeen","Electronics, Clothing, Snacks",3,6223.55,UPI,20.54,Lucknow,North,Supermarket,"13/599, Subramaniam Street, Lucknow, India",Spring,Monday
TXN8318258,2024-07-13,11:02:56,CUST87963,Anahita Ravel,45,Female,Low,Occasional,Budget Buyer,Yes,"Kurta, Headphones, Laptop, Soap","Clothing, Electronics, Electronics, Personal Care",4,9211.42,Credit Card,0.0,Delhi,North,Supermarket,"H.No. 595, Sastry Chowk, Delhi, India",Summer,Saturday
TXN6813741,2024-04-02,11:02:56,CUST24078,Mahika Joshi,59,Female,Middle,Weekly,Budget Buyer,No,"Bluetooth Speaker, Smartwatch, Bluetooth Speaker","Electronics, Electronics, Electronics",3,2173.69,Debit Card,0.0,Mumbai,West,Supermarket,"540, Jaggi Ganj, Mumbai, India",Spring,Tuesday
TXN7912407,2024-04-09,11:02:56,CUST90724,Ritvik Bahl,20,Male,Low,Weekly,First-Time Shopper,No,"Fruit Juice, Wall Art","Beverages, Home Decor",2,4899.17,Net Banking,18.05,Ahmedabad,West,Supermarket,"96/23, Chander Nagar, Ahmedabad, India",Spring,Tuesday
TXN5701534,2024-03-31,11:02:56,CUST99270,Vanya Vora,35,Female,Low,Occasional,Budget Buyer,No,"Bluetooth Speaker, Lamp","Electronics, Home Decor",2,2219.7,Debit Card,0.0,Delhi,North,Supermarket,"H.No. 431, Bahl Nagar, Delhi, India",Spring,Sunday
TXN5193470,2024-08-10,11:02:56,CUST39279,Vritika Borra,26,Male,High,Weekly,First-Time Shopper,Yes,"Lamp, Wall Art","Home Decor, Home Decor",2,3246.6400000000003,Cash,0.0,Delhi,North,Supermarket,"H.No. 50, Sehgal Street, Delhi, India",Monsoon,Saturday
TXN7978656,2024-12-25,11:02:56,CUST59582,Zaina Raman,40,Female,Middle,Occasional,First-Time Shopper,Yes,"Trousers, Dry Fruits, Dal","Clothing, Snacks, Groceries",3,4796.02,UPI,10.71,Chennai,South,Supermarket,"H.No. 298, Sawhney Chowk, Chennai, India",Winter,Wednesday
TXN4990726,2024-09-01,11:02:56,CUST65622,Eva Deshpande,32,Male,Low,Occasional,Budget Buyer,No,Hair Oil,Personal Care,1,655.72,Net Banking,0.0,Bangalore,South,Supermarket,"H.No. 51, Rama Road, Bangalore, India",Autumn,Sunday
TXN9049362,2024-07-03,11:02:56,CUST96648,Ehsaan Madan,47,Male,High,Monthly,Frequent Shopper,No,"Sneakers, Spices","Clothing, Groceries",2,6967.54,Credit Card,0.0,Bangalore,South,Supermarket,"56/16, Saini, Bangalore, India",Summer,Wednesday
TXN9301548,2024-11-27,11:02:56,CUST84615,Tara Bawa,61,Male,Middle,Weekly,First-Time Shopper,No,"Green Tea, Shampoo","Beverages, Personal Care",2,7855.41,Debit Card,29.22,Lucknow,North,Supermarket,"24/443, Mammen Ganj, Lucknow, India",Autumn,Wednesday
TXN2320586,2024-03-01,11:02:56,CUST24132,Drishya Gandhi,35,Female,High,Occasional,Budget Buyer,Yes,"Sneakers, Green Tea","Clothing, Beverages",2,7254.88,Debit Card,0.0,Chennai,South,Supermarket,"H.No. 58, Sahni Street, Chennai, India",Spring,Friday
TXN5767449,2024-05-13,11:02:56,CUST74998,Kabir Kata,24,Female,Middle,Occasional,Frequent Shopper,No,"Coffee, Trousers","Groceries, Clothing",2,1129.73,Credit Card,20.8,Hyderabad,South,Supermarket,"H.No. 588, Sur Street, Hyderabad, India",Spring,Monday
TXN2825081,2025-01-17,11:02:56,CUST18375,Farhan Sibal,52,Male,Low,Weekly,Frequent Shopper,No,"Headphones, Trousers, Bluetooth Speaker","Electronics, Clothing, Electronics",3,6475.94,UPI,25.85,Jaipur,North,Supermarket,"H.No. 850, Bhakta Street, Jaipur, India",Winter,Friday
TXN9403651,2024-07-24,11:02:56,CUST74412,Bhamini Balan,42,Female,Middle,Occasional,Frequent Shopper,Yes,"Bread, Soft Drink, Flower Vase, Cushion Covers","Groceries, Beverages, Home Decor, Home Decor",4,10090.51,Credit Card,29.32,Kolkata,East,Supermarket,"30/544, Sachdeva Path, Kolkata, India",Summer,Wednesday
TXN1307193,2025-01-04,11:02:56,CUST83416,Advik Iyengar,20,Male,High,Monthly,First-Time Shopper,No,"Namkeen, Hair Oil, Wall Art","Snacks, Personal Care, Home Decor",3,5042.79,Credit Card,0.0,Ahmedabad,West,Supermarket,"H.No. 51, Gaba Street, Ahmedabad, India",Winter,Saturday
TXN7654229,2024-11-28,11:02:56,CUST11525,Mishti Doctor,49,Male,Middle,Monthly,Budget Buyer,No,"Namkeen, Noodles, Curtains, Saree","Snacks, Snacks, Home Decor, Clothing",4,11349.58,Debit Card,11.52,Lucknow,North,Supermarket,"H.No. 54, Chakraborty Street, Lucknow, India",Autumn,Thursday
TXN7202465,2024-11-10,11:02:56,CUST66269,Nishith Dhar,35,Female,Middle,Weekly,Frequent Shopper,Yes,"Sneakers, Curtains, Jeans, Dal","Clothing, Home Decor, Clothing, Groceries",4,15284.029999999999,UPI,0.31,Delhi,North,Supermarket,"H.No. 401, Ratti Zila, Delhi, India",Autumn,Sunday
TXN8061609,2024-11-25,11:02:56,CUST25847,Tara Wason,29,Male,Middle,Weekly,Frequent Shopper,No,"Sugar, Coffee, Trousers","Groceries, Groceries, Clothing",3,1903.21,Credit Card,0.0,Ahmedabad,West,Supermarket,"H.No. 99, Hegde Chowk, Ahmedabad, India",Autumn,Monday
TXN6644319,2024-11-22,11:02:56,CUST19381,Hiran Dave,44,Male,Middle,Weekly,First-Time Shopper,No,"Kurta, Smartwatch, Headphones","Clothing, Electronics, Electronics",3,6267.0599999999995,Debit Card,0.0,Ahmedabad,West,Supermarket,"H.No. 68, Kunda Chowk, Ahmedabad, India",Autumn,Friday
TXN6359312,2024-10-31,11:02:56,CUST97021,Nirvi Vaidya,45,Female,High,Weekly,Budget Buyer,No,"Flower Vase, Tea, Energy Drink","Home Decor, Groceries, Beverages",3,9233.560000000001,Cash,7.24,Chennai,South,Supermarket,"05/404, Krishna Chowk, Chennai, India",Autumn,Thursday
TXN9585236,2024-10-20,11:02:56,CUST77372,Mishti Char,32,Male,Middle,Occasional,First-Time Shopper,No,"Face Cream, Curtains, Noodles","Personal Care, Home Decor, Snacks",3,5877.88,Cash,0.0,Chennai,South,Supermarket,"28/39, Krishnamurthy Street, Chennai, India",Autumn,Sunday
TXN7420326,2025-01-11,11:02:56,CUST13992,Neysa Choudhury,47,Male,Middle,Monthly,Frequent Shopper,No,Jeans,Clothing,1,4400.85,UPI,0.0,Delhi,North,Supermarket,"70/37, Ahuja Path, Delhi, India",Winter,Saturday
TXN7790304,2024-04-30,11:02:56,CUST91009,Anya Rege,42,Female,High,Occasional,First-Time Shopper,Yes,"Headphones, Saree","Electronics, Clothing",2,8107.99,Debit Card,18.71,Chennai,South,Supermarket,"799, Toor Nagar, Chennai, India",Spring,Tuesday
TXN1037486,2025-01-20,11:02:56,CUST66725,Abram Mangal,27,Female,Low,Weekly,Luxury Shopper,No,"Curtains, Dal","Home Decor, Groceries",2,2703.2200000000003,Debit Card,24.55,Jaipur,North,Supermarket,"H.No. 176, Sankar Street, Jaipur, India",Winter,Monday
TXN4365746,2024-03-02,11:02:56,CUST35850,Nayantara Dara,44,Male,Low,Occasional,Frequent Shopper,No,"Bluetooth Speaker, Curtains, Wall Art, Face Cream","Electronics, Home Decor, Home Decor, Personal Care",4,14534.109999999999,Net Banking,8.83,Chennai,South,Supermarket,"78/920, Batta Nagar, Chennai, India",Spring,Saturday
TXN8641514,2024-10-21,11:02:56,CUST96813,Lavanya Batra,62,Male,Low,Occasional,Luxury Shopper,No,"Soap, Biscuits, Trousers","Personal Care, Snacks, Clothing",3,6141.530000000001,Cash,20.27,Pune,West,Supermarket,"40/93, Soman Marg, Pune, India",Autumn,Monday
TXN7335574,2025-01-01,11:02:56,CUST69444,Faiyaz Dar,26,Male,Low,Monthly,Luxury Shopper,No,"Tea, Saree","Groceries, Clothing",2,7041.41,UPI,13.07,Delhi,North,Supermarket,"H.No. 98, Kota Street, Delhi, India",Winter,Wednesday
TXN3477290,2024-07-06,11:02:56,CUST62398,Purab Rajan,53,Male,High,Monthly,Luxury Shopper,Yes,Dry Fruits,Snacks,1,2895.08,Credit Card,0.0,Kolkata,East,Supermarket,"944, Sura Marg, Kolkata, India",Summer,Saturday
TXN4234077,2024-06-18,11:02:56,CUST72680,Piya Chauhan,55,Female,High,Monthly,First-Time Shopper,No,Coffee,Groceries,1,2745.5,UPI,0.0,Bangalore,South,Supermarket,"99/449, Thaker, Bangalore, India",Summer,Tuesday
TXN7692067,2024-08-16,11:02:56,CUST26753,Eshani Badal,45,Female,High,Occasional,Luxury Shopper,Yes,"Bluetooth Speaker, Sneakers, Shampoo","Electronics, Clothing, Personal Care",3,6959.14,Cash,1.98,Jaipur,North,Supermarket,"H.No. 81, Ramachandran Nagar, Jaipur, India",Monsoon,Friday
TXN6106204,2024-09-22,11:02:56,CUST79624,Shray Tiwari,30,Male,High,Occasional,Frequent Shopper,Yes,"Sugar, Rice","Groceries, Groceries",2,5587.639999999999,Credit Card,1.22,Lucknow,North,Supermarket,"54, D’Alia Marg, Lucknow, India",Autumn,Sunday
TXN3489580,2025-01-11,11:02:56,CUST86181,Onkar Basak,53,Female,Middle,Monthly,First-Time Shopper,Yes,"Tablet, Face Cream, Laptop","Electronics, Personal Care, Electronics",3,8179.73,UPI,18.47,Hyderabad,South,Supermarket,"96/64, Gopal Path, Hyderabad, India",Winter,Saturday
TXN6133983,2024-11-21,11:02:56,CUST86492,Saira Choudhury,20,Female,Low,Weekly,Frequent Shopper,Yes,Soft Drink,Beverages,1,3282.5,Cash,0.0,Pune,West,Supermarket,"71, Walla Nagar, Pune, India",Autumn,Thursday
TXN9966943,2024-03-28,11:02:56,CUST50114,Anvi Agrawal,43,Female,Middle,Occasional,Luxury Shopper,Yes,"Smartwatch, Saree","Electronics, Clothing",2,6693.129999999999,Credit Card,27.18,Delhi,North,Supermarket,"H.No. 770, Kumer Zila, Delhi, India",Spring,Thursday
TXN6752373,2024-08-13,11:02:56,CUST79695,Samiha Chand,63,Female,Low,Weekly,First-Time Shopper,Yes,"Biscuits, Tea, Curtains","Snacks, Groceries, Home Decor",3,12476.86,Debit Card,0.0,Delhi,North,Supermarket,"446, Ganesan Marg, Delhi, India",Monsoon,Tuesday
TXN8977762,2024-10-28,11:02:56,CUST37137,Jayesh Chaudhry,48,Male,High,Occasional,First-Time Shopper,Yes,"Laptop, Cushion Covers","Electronics, Home Decor",2,4041.24,Debit Card,0.0,Mumbai,West,Supermarket,"87/197, Karan Street, Mumbai, India",Autumn,Monday
TXN8393130,2024-07-07,11:02:56,CUST69591,Vritika Ramanathan,29,Male,Middle,Monthly,Frequent Shopper,Yes,"Saree, Flower Vase, Coffee","Clothing, Home Decor, Groceries",3,8127.5199999999995,Net Banking,11.72,Jaipur,North,Supermarket,"67, Sood Circle, Jaipur, India",Summer,Sunday
TXN1515989,2024-03-07,11:02:56,CUST61862,Faiyaz Salvi,34,Male,Low,Monthly,Luxury Shopper,Yes,"Toothpaste, Dry Fruits, Bluetooth Speaker, Smartphone","Personal Care, Snacks, Electronics, Electronics",4,15659.56,Debit Card,0.0,Pune,West,Supermarket,"315, Bera Marg, Pune, India",Spring,Thursday
TXN1621896,2024-08-11,11:02:56,CUST56438,Mannat Sankaran,65,Female,Middle,Weekly,First-Time Shopper,No,"Hoodie, Noodles, Green Tea","Clothing, Snacks, Beverages",3,8599.720000000001,Net Banking,0.0,Chennai,South,Supermarket,"348, Iyengar Road, Chennai, India",Monsoon,Sunday
TXN3996971,2024-05-11,11:02:56,CUST85804,Tiya Kar,29,Male,Middle,Occasional,Luxury Shopper,No,"Lamp, Lamp","Home Decor, Home Decor",2,1973.33,Net Banking,0.0,Jaipur,North,Supermarket,"H.No. 044, Deshmukh Marg, Jaipur, India",Spring,Saturday
TXN9878321,2024-09-30,11:02:56,CUST67049,Zara Mann,27,Female,Low,Weekly,Budget Buyer,No,"Namkeen, Chips","Snacks, Snacks",2,5515.75,Debit Card,21.77,Kolkata,East,Supermarket,"08/15, Varughese Marg, Kolkata, India",Autumn,Monday
TXN2724060,2024-08-21,11:02:56,CUST51435,Miraan Tata,50,Male,Low,Weekly,Frequent Shopper,Yes,"Face Cream, Curtains, Shampoo","Personal Care, Home Decor, Personal Care",3,6411.91,UPI,0.0,Lucknow,North,Supermarket,"21/19, Behl Street, Lucknow, India",Monsoon,Wednesday
TXN7167222,2024-06-28,11:02:56,CUST10365,Madhup Balan,44,Male,Middle,Weekly,First-Time Shopper,No,"Smartphone, Kurta, Chips","Electronics, Clothing, Snacks",3,6912.45,UPI,0.0,Pune,West,Supermarket,"19/06, Kant Chowk, Pune, India",Summer,Friday
TXN1703949,2024-12-10,11:02:56,CUST10271,Uthkarsh Krishna,48,Male,Middle,Occasional,First-Time Shopper,No,"Flower Vase, Hair Oil, Smartphone","Home Decor, Personal Care, Electronics",3,5397.29,Cash,0.0,Delhi,North,Supermarket,"03/907, Jayaraman Path, Delhi, India",Winter,Tuesday
TXN7770597,2024-09-26,11:02:56,CUST72616,Divij Choudhary,29,Male,Middle,Weekly,Frequent Shopper,No,"Jeans, Namkeen, Saree, Coffee","Clothing, Snacks, Clothing, Groceries",4,6864.17,Net Banking,0.0,Lucknow,North,Supermarket,"90/40, Bora Marg, Lucknow, India",Autumn,Thursday
TXN7372930,2024-08-15,11:02:56,CUST64373,Aradhya Dora,54,Female,Middle,Weekly,First-Time Shopper,Yes,"Bread, Fruit Juice, Hair Oil, Milk","Groceries, Beverages, Personal Care, Groceries",4,11915.169999999998,UPI,0.0,Jaipur,North,Supermarket,"17/45, Dhawan Path, Jaipur, India",Monsoon,Thursday
TXN3923251,2024-08-04,11:02:56,CUST94163,Drishya Baral,28,Male,High,Occasional,First-Time Shopper,No,"Jeans, Chips, Toothpaste","Clothing, Snacks, Personal Care",3,6468.9,Cash,26.98,Lucknow,North,Supermarket,"H.No. 95, Vora Chowk, Lucknow, India",Monsoon,Sunday
TXN5791486,2025-01-03,11:02:56,CUST46398,Miraya Jha,50,Female,Middle,Weekly,Luxury Shopper,No,"Smartphone, Jeans, Noodles","Electronics, Clothing, Snacks",3,3352.52,Net Banking,0.0,Pune,West,Supermarket,"586, Sangha Marg, Pune, India",Winter,Friday
TXN6981865,2024-02-23,11:02:56,CUST24326,Kartik Shah,22,Female,High,Occasional,First-Time Shopper,Yes,"Jeans, Face Cream, Green Tea, Energy Drink","Clothing, Personal Care, Beverages, Beverages",4,11111.73,Credit Card,24.63,Lucknow,North,Supermarket,"H.No. 496, Sen Marg, Lucknow, India",Winter,Friday
TXN6833560,2024-05-14,11:02:56,CUST59758,Hazel Ravel,61,Male,High,Occasional,Budget Buyer,Yes,"Noodles, Soft Drink, Bread","Snacks, Beverages, Groceries",3,5222.91,Net Banking,24.68,Jaipur,North,Supermarket,"H.No. 320, Chhabra Path, Jaipur, India",Spring,Tuesday
TXN2181793,2024-05-31,11:02:56,CUST57633,Veer Dube,32,Female,Low,Weekly,Frequent Shopper,No,"Trousers, Smartwatch, Saree, Jeans","Clothing, Electronics, Clothing, Clothing",4,11508.060000000001,Cash,0.0,Delhi,North,Supermarket,"08/58, Mangat Chowk, Delhi, India",Spring,Friday
TXN6238024,2024-08-17,11:02:56,CUST52949,Divij Shetty,56,Female,High,Monthly,First-Time Shopper,No,"Fruit Juice, Spices, Energy Drink","Beverages, Groceries, Beverages",3,3844.1000000000004,Net Banking,0.0,Chennai,South,Supermarket,"H.No. 80, Kuruvilla Nagar, Chennai, India",Monsoon,Saturday
TXN7045774,2025-01-22,11:02:56,CUST60539,Aniruddh Bora,25,Female,High,Weekly,Frequent Shopper,Yes,"Smartwatch, Sugar, Noodles, Tablet","Electronics, Groceries, Snacks, Electronics",4,10322.02,Debit Card,14.85,Delhi,North,Supermarket,"48/876, Upadhyay Road, Delhi, India",Winter,Wednesday
TXN9173410,2024-06-06,11:02:56,CUST34752,Divij Basak,36,Female,Middle,Weekly,Frequent Shopper,Yes,"Curtains, Shirt, Spices","Home Decor, Clothing, Groceries",3,10307.519999999999,Debit Card,12.58,Chennai,South,Supermarket,"298, Cherian Circle, Chennai, India",Summer,Thursday
TXN4821184,2024-02-16,11:02:56,CUST26720,Madhup Kala,27,Male,Middle,Occasional,Luxury Shopper,No,"Shampoo, Flower Vase, Sugar, Wall Art","Personal Care, Home Decor, Groceries, Home Decor",4,13376.669999999998,Credit Card,0.0,Hyderabad,South,Supermarket,"H.No. 679, Anne Nagar, Hyderabad, India",Winter,Friday
TXN7793884,2025-01-09,11:02:56,CUST93785,Mishti Sharma,47,Female,High,Occasional,Budget Buyer,Yes,"Sneakers, Soft Drink","Clothing, Beverages",2,6631.85,Debit Card,0.0,Mumbai,West,Supermarket,"H.No. 177, Thaker Path, Mumbai, India",Winter,Thursday
TXN1597441,2024-08-04,11:02:56,CUST95866,Indranil Taneja,65,Female,Low,Occasional,First-Time Shopper,No,"Saree, Hoodie","Clothing, Clothing",2,5788.21,Cash,24.53,Mumbai,West,Supermarket,"18/834, Saini Street, Mumbai, India",Monsoon,Sunday
TXN4399101,2024-07-23,11:02:56,CUST49066,Lakshit Lata,54,Male,Low,Monthly,Frequent Shopper,No,Flower Vase,Home Decor,1,2715.14,Cash,0.0,Pune,West,Supermarket,"H.No. 695, Chaudhry Zila, Pune, India",Summer,Tuesday
TXN8591060,2025-01-23,11:02:56,CUST86952,Mahika Sankaran,30,Male,High,Weekly,Luxury Shopper,Yes,"Face Cream, Hair Oil","Personal Care, Personal Care",2,4181.66,Credit Card,0.0,Lucknow,North,Supermarket,"H.No. 176, Choudhury, Lucknow, India",Winter,Thursday
TXN4551680,2024-09-14,11:02:56,CUST79154,Farhan Badal,24,Female,Middle,Occasional,Budget Buyer,No,Chocolate,Snacks,1,3379.63,Credit Card,0.0,Pune,West,Supermarket,"100, Wadhwa Street, Pune, India",Autumn,Saturday
TXN6127241,2024-06-23,11:02:56,CUST43680,Anika Raju,38,Male,High,Weekly,Budget Buyer,Yes,"Bread, Noodles","Groceries, Snacks",2,2117.95,UPI,0.0,Ahmedabad,West,Supermarket,"35/70, Sami Zila, Ahmedabad, India",Summer,Sunday
TXN1064148,2024-04-06,11:02:56,CUST66683,Adira Sarin,24,Male,Low,Monthly,First-Time Shopper,No,"Soap, Fruit Juice, Tablet","Personal Care, Beverages, Electronics",3,7403.889999999999,Cash,13.08,Jaipur,North,Supermarket,"197, Banik Marg, Jaipur, India",Spring,Saturday
TXN4582842,2024-09-25,11:02:56,CUST47149,Elakshi Hegde,39,Female,Middle,Monthly,Budget Buyer,Yes,"Soap, Energy Drink, Biscuits","Personal Care, Beverages, Snacks",3,12605.060000000001,UPI,17.32,Ahmedabad,West,Supermarket,"90/601, Swaminathan Chowk, Ahmedabad, India",Autumn,Wednesday
TXN4267072,2025-01-09,11:02:56,CUST80943,Ishaan Ramakrishnan,32,Male,High,Weekly,First-Time Shopper,No,"Green Tea, Smartwatch, Curtains","Beverages, Electronics, Home Decor",3,6999.8099999999995,Net Banking,5.56,Jaipur,North,Supermarket,"H.No. 629, Batra Circle, Jaipur, India",Winter,Thursday
TXN1618945,2024-09-07,11:02:56,CUST68731,Samarth Batra,46,Male,High,Weekly,Frequent Shopper,Yes,"Flower Vase, Rice, Soft Drink, Cushion Covers","Home Decor, Groceries, Beverages, Home Decor",4,8774.81,Credit Card,9.09,Jaipur,North,Supermarket,"H.No. 596, Ghose Street, Jaipur, India",Autumn,Saturday
TXN7084600,2024-02-26,11:02:56,CUST71295,Nitara Dora,44,Female,Middle,Monthly,First-Time Shopper,No,"Green Tea, Chocolate, Trousers","Beverages, Snacks, Clothing",3,3028.26,Net Banking,0.0,Jaipur,North,Supermarket,"08/78, Banik Nagar, Jaipur, India",Winter,Monday
TXN3486324,2024-07-29,11:02:56,CUST68255,Damini Kumer,22,Female,Low,Monthly,Frequent Shopper,No,"Shirt, Headphones, Energy Drink","Clothing, Electronics, Beverages",3,11301.210000000001,Credit Card,0.0,Lucknow,North,Supermarket,"H.No. 80, Date Zila, Lucknow, India",Summer,Monday
TXN1708251,2024-10-05,11:02:56,CUST17555,Dishani Arora,51,Male,High,Occasional,Luxury Shopper,Yes,"Trousers, Hair Oil","Clothing, Personal Care",2,5489.74,Debit Card,2.3,Jaipur,North,Supermarket,"91/25, Chowdhury Nagar, Jaipur, India",Autumn,Saturday
TXN4548309,2024-08-19,11:02:56,CUST75160,Shamik Dixit,48,Female,Low,Weekly,Frequent Shopper,Yes,"Hoodie, Rice, Cushion Covers","Clothing, Groceries, Home Decor",3,9693.4,Net Banking,22.59,Lucknow,North,Supermarket,"H.No. 05, Bains Circle, Lucknow, India",Monsoon,Monday
TXN4668320,2024-02-03,11:02:56,CUST33295,Emir Ganesan,61,Female,Middle,Occasional,Luxury Shopper,Yes,"Soft Drink, Sneakers, Chocolate, Bluetooth Speaker","Beverages, Clothing, Snacks, Electronics",4,6288.5199999999995,Debit Card,19.41,Chennai,South,Supermarket,"H.No. 55, Dass Zila, Chennai, India",Winter,Saturday
TXN8019635,2024-04-20,11:02:56,CUST87351,Myra Chaudhary,44,Female,High,Occasional,Frequent Shopper,Yes,"Saree, Energy Drink, Noodles, Energy Drink","Clothing, Beverages, Snacks, Beverages",4,11631.6,Cash,17.2,Delhi,North,Supermarket,"H.No. 79, Khanna Road, Delhi, India",Spring,Saturday
